Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,image
plc-10311-blue,,,,,,,,,Blue,,,"Runner 2' 6"" X 10'",,,,,P10311076305ST,0.0,shopify,9.0,deny,manual,1299.0,2599.0,True,True,,,,,748679625987.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_runner_edb38bd7-6b11-44ab-983e-3fb6ce7402ca.jpg?v=1762562020,2.0,Palace 10311 Blue Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_runner_edb38bd7-6b11-44ab-983e-3fb6ce7402ca.jpg?v=1762562020,lb,,,,data/rugs/0145_palace_10311_runner_edb38bd7-6b11-44ab-983e-3fb6ce7402ca.jpg
plc-10311-blue,,,,,,,,,Blue,,,6X9,,,,,P10311183275ST,0.0,shopify,10.0,deny,manual,2699.0,5399.0,True,True,,,,,748679625994.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_corner_13c726bd-203f-4acb-a321-97785f0d0dd3.jpg?v=1762562021,3.0,Palace 10311 Blue Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,lb,,,,data/rugs/0146_palace_10311_corner_13c726bd-203f-4acb-a321-97785f0d0dd3.jpg
plc-10311-blue,,,,,,,,,Blue,,,8X11 (8′ X 10′),,,,,P10311244305ST,0.0,shopify,17.0,deny,manual,3899.0,7799.0,True,True,,,,,748679626007.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,lb,,,,
plc-10311-blue,,,,,,,,,Blue,,,8X11 (9′ X 12′),,,,,P10311275366ST,0.0,shopify,17.0,deny,manual,5299.0,10599.0,True,True,,,,,748679626014.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,lb,,,,
plc-10311-blue,,,,,,,,,Blue,,,10X13,,,,,P10311305427ST,0.0,shopify,2.0,deny,manual,6899.0,13799.0,True,True,,,,,748679626021.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10311_8x10_bdd76b0b-4942-4e33-a0a6-ea62d4d27160.jpg?v=1762562021,lb,,,,
plc-10310-beige,Palace 10310 Beige/ Multi Oriental Rug,"<p>The Palace Beige Oriental Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Beige</li>
<li>
<strong>Color Blend:</strong> Beige/ Multi</li>
<li>
<strong>Primary Pattern:</strong> Oriental</li>
<li>
<strong>Secondary Pattern:</strong> Oriental</li>
<li>
<strong>Model:</strong> PAL103102X3</li>
<li>
<strong>Country of Origin:</strong> India</li>
<li>
<strong>Style:</strong> Traditional</li>
<li>
<strong>Fiber Type:</strong> Wool</li>
<li>
<strong>Back Type:</strong> KNOTTED WOOL</li>
<li>
<strong>Weave:</strong> Hand-Knotted</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.06</li>
</ul>
<p><em>The Palace collection is a beautiful selection of traditional Oushak patterns in modern, yet classic colors. Hand-knotted of the softest wools, Palace delivers an unparallel level of luxury craftsmanship for the most discerning customer.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Traditional,"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",True,Color,Beige,,Size,Scatter 2' X  3',,,,,P10310060091ST,0.0,shopify,22.0,deny,manual,299.5,599.0,True,True,,,,,748679625918.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,1.0,Palace 10310 Beige Oriental Rug,False,Oriental Weavers PALACE Traditional Oriental Hand-Knotted Wool Rug,The Palace Beige Oriental Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,False,Weave: Hand-Knotted,,,,,False,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,lb,,,active,data/rugs/0150_palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg
plc-10310-beige,,,,,,,,,Beige,,,"Runner 2' 6"" X 10'",,,,,P10310076305ST,0.0,shopify,20.0,deny,manual,1299.0,2599.0,True,True,,,,,748679625925.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_runner_9acd5442-a92d-464d-ad0c-5385d77baa5b.jpg?v=1762562018,2.0,Palace 10310 Beige Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_runner_9acd5442-a92d-464d-ad0c-5385d77baa5b.jpg?v=1762562018,lb,,,,
plc-10310-beige,,,,,,,,,Beige,,,6X9,,,,,P10310183275ST,0.0,shopify,7.0,deny,manual,2699.0,5399.0,True,True,,,,,748679625932.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_corner_3db36ea9-4f10-432e-9302-105128142662.jpg?v=1762562019,3.0,Palace 10310 Beige Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,lb,,,,data/rugs/0152_palace_10310_corner_3db36ea9-4f10-432e-9302-105128142662.jpg
plc-10310-beige,,,,,,,,,Beige,,,8X11 (8′ X 10′),,,,,P10310244305ST,0.0,shopify,10.0,deny,manual,3899.0,7799.0,True,True,,,,,748679625949.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,lb,,,,
plc-10310-beige,,,,,,,,,Beige,,,8X11 (9′ X 12′),,,,,P10310275366ST,0.0,shopify,14.0,deny,manual,5299.0,10599.0,True,True,,,,,748679625956.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,lb,,,,
plc-10310-beige,,,,,,,,,Beige,,,10X13,,,,,P10310305427ST,0.0,shopify,6.0,deny,manual,6899.0,13799.0,True,True,,,,,748679625963.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10310_8x10_1a7ce6f1-73ca-48fc-8f71-b6dbf98d6be8.jpg?v=1762562019,lb,,,,
plc-10309-grey,Palace 10309 Grey/ Multi Oriental Rug,"<p>The Palace Grey Oriental Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Grey</li>
<li>
<strong>Color Blend:</strong> Grey/ Multi</li>
<li>
<strong>Primary Pattern:</strong> Oriental</li>
<li>
<strong>Secondary Pattern:</strong> Oriental</li>
<li>
<strong>Model:</strong> PAL103092X3</li>
<li>
<strong>Country of Origin:</strong> India</li>
<li>
<strong>Style:</strong> Traditional</li>
<li>
<strong>Fiber Type:</strong> Wool</li>
<li>
<strong>Back Type:</strong> KNOTTED WOOL</li>
<li>
<strong>Weave:</strong> Hand-Knotted</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.06</li>
</ul>
<p><em>The Palace collection is a beautiful selection of traditional Oushak patterns in modern, yet classic colors. Hand-knotted of the softest wools, Palace delivers an unparallel level of luxury craftsmanship for the most discerning customer.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Traditional,"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",True,Color,Grey,,Size,Scatter 2' X  3',,,,,P10309060091ST,0.0,shopify,21.0,deny,manual,299.5,599.0,True,True,,,,,748679625857.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,1.0,Palace 10309 Grey Oriental Rug,False,Oriental Weavers PALACE Traditional Oriental Hand-Knotted Wool Rug,The Palace Grey Oriental Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,False,Weave: Hand-Knotted,,,,,False,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,lb,,,active,data/rugs/0156_palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg
plc-10309-grey,,,,,,,,,Grey,,,"Runner 2' 6"" X 10'",,,,,P10309076305ST,0.0,shopify,25.0,deny,manual,1299.0,2599.0,True,True,,,,,748679625864.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_runner_10b50ebb-0b1d-484e-9c54-26985efe379b.jpg?v=1762562017,2.0,Palace 10309 Grey Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_runner_10b50ebb-0b1d-484e-9c54-26985efe379b.jpg?v=1762562017,lb,,,,data/rugs/0157_palace_10309_runner_10b50ebb-0b1d-484e-9c54-26985efe379b.jpg
plc-10309-grey,,,,,,,,,Grey,,,6X9,,,,,P10309183275ST,0.0,shopify,12.0,deny,manual,2699.0,5399.0,True,True,,,,,748679625871.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_corner_d8120a41-e993-49be-abd2-5a04990925ff.jpg?v=1762562017,3.0,Palace 10309 Grey Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,lb,,,,data/rugs/0158_palace_10309_corner_d8120a41-e993-49be-abd2-5a04990925ff.jpg
plc-10309-grey,,,,,,,,,Grey,,,8X11 (8′ X 10′),,,,,P10309244305ST,0.0,shopify,13.0,deny,manual,3899.0,7799.0,True,True,,,,,748679625888.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,lb,,,,
plc-10309-grey,,,,,,,,,Grey,,,8X11 (9′ X 12′),,,,,P10309275366ST,0.0,shopify,13.0,deny,manual,5299.0,10599.0,True,True,,,,,748679625895.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,lb,,,,
plc-10309-grey,,,,,,,,,Grey,,,10X13,,,,,P10309305427ST,0.0,shopify,6.0,deny,manual,6899.0,13799.0,True,True,,,,,748679625901.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10309_8x10_01775af8-0d20-4c6a-a94c-2720689904f2.jpg?v=1762562017,lb,,,,
plc-10308-beige,Palace 10308 Beige/ Green Floral Oriental Rug,"<p>The Palace Beige Floral Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Beige</li>
<li>
<strong>Color Blend:</strong> Beige/ Green</li>
<li>
<strong>Primary Pattern:</strong> Floral</li>
<li>
<strong>Secondary Pattern:</strong> Oriental</li>
<li>
<strong>Model:</strong> PAL103082X3</li>
<li>
<strong>Country of Origin:</strong> India</li>
<li>
<strong>Style:</strong> Traditional</li>
<li>
<strong>Fiber Type:</strong> Wool</li>
<li>
<strong>Back Type:</strong> KNOTTED WOOL</li>
<li>
<strong>Weave:</strong> Hand-Knotted</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.06</li>
</ul>
<p><em>The Palace collection is a beautiful selection of traditional Oushak patterns in modern, yet classic colors. Hand-knotted of the softest wools, Palace delivers an unparallel level of luxury craftsmanship for the most discerning customer.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Traditional,"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",True,Color,Beige,,Size,Scatter 2' X  3',,,,,P10308060091ST,0.0,shopify,6.0,deny,manual,299.5,599.0,True,True,,,,,748679625796.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,1.0,Palace 10308 Beige Floral Rug,False,Oriental Weavers PALACE Traditional Floral Oriental Hand-Knotted Wool Rug,The Palace Beige Floral Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,False,Weave: Hand-Knotted,,,,,False,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,lb,,,active,data/rugs/0162_palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg
plc-10308-beige,,,,,,,,,Beige,,,"Runner 2' 6"" X 10'",,,,,P10308076305ST,0.0,shopify,10.0,deny,manual,1299.0,2599.0,True,True,,,,,748679625802.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_runner_4d1ce5bb-0365-4b1f-82b8-9e096c34edc9.jpg?v=1762562015,2.0,Palace 10308 Beige Floral Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_runner_4d1ce5bb-0365-4b1f-82b8-9e096c34edc9.jpg?v=1762562015,lb,,,,data/rugs/0163_palace_10308_runner_4d1ce5bb-0365-4b1f-82b8-9e096c34edc9.jpg
plc-10308-beige,,,,,,,,,Beige,,,6X9,,,,,P10308183275ST,0.0,shopify,6.0,deny,manual,2699.0,5399.0,True,True,,,,,748679625819.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_corner_f123fc82-1085-4633-b21c-d85aa5e63eed.jpg?v=1762562016,3.0,Palace 10308 Beige Floral Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,lb,,,,data/rugs/0164_palace_10308_corner_f123fc82-1085-4633-b21c-d85aa5e63eed.jpg
plc-10308-beige,,,,,,,,,Beige,,,8X11 (8′ X 10′),,,,,P10308244305ST,0.0,shopify,17.0,deny,manual,3899.0,7799.0,True,True,,,,,748679625826.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,lb,,,,
plc-10308-beige,,,,,,,,,Beige,,,8X11 (9′ X 12′),,,,,P10308275366ST,0.0,shopify,16.0,deny,manual,5299.0,10599.0,True,True,,,,,748679625833.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,lb,,,,
plc-10308-beige,,,,,,,,,Beige,,,10X13,,,,,P10308305427ST,0.0,shopify,3.0,deny,manual,6899.0,13799.0,True,True,,,,,748679625840.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10308_8x10_19280a64-b1f6-4de2-8dd0-e39d26bbc62c.jpg?v=1762562015,lb,,,,
plc-10307-beige,Palace 10307 Beige/ Grey Oriental Rug,"<p>The Palace Beige Oriental Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Beige</li>
<li>
<strong>Color Blend:</strong> Beige/ Grey</li>
<li>
<strong>Primary Pattern:</strong> Oriental</li>
<li>
<strong>Secondary Pattern:</strong> Oriental</li>
<li>
<strong>Model:</strong> PAL103072X3</li>
<li>
<strong>Country of Origin:</strong> India</li>
<li>
<strong>Style:</strong> Traditional</li>
<li>
<strong>Fiber Type:</strong> Wool</li>
<li>
<strong>Back Type:</strong> KNOTTED WOOL</li>
<li>
<strong>Weave:</strong> Hand-Knotted</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.06</li>
</ul>
<p><em>The Palace collection is a beautiful selection of traditional Oushak patterns in modern, yet classic colors. Hand-knotted of the softest wools, Palace delivers an unparallel level of luxury craftsmanship for the most discerning customer.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Traditional,"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",True,Color,Beige,,Size,Scatter 2' X  3',,,,,P10307060091ST,0.0,shopify,7.0,deny,manual,299.5,599.0,True,True,,,,,748679460649.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_da024bea-b2b2-4a5d-892e-dd41d30be960.jpg?v=1762562014,1.0,Palace 10307 Beige Oriental Rug,False,Oriental Weavers PALACE Traditional Oriental Hand-Knotted Wool Rug,The Palace Beige Oriental Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,False,Weave: Hand-Knotted,,,,,False,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_da024bea-b2b2-4a5d-892e-dd41d30be960.jpg?v=1762562014,lb,,,active,data/rugs/0168_palace_10307_da024bea-b2b2-4a5d-892e-dd41d30be960.jpg
plc-10307-beige,,,,,,,,,Beige,,,"Runner 2' 6"" X 10'",,,,,P10307076305ST,0.0,shopify,20.0,deny,manual,1299.0,2599.0,True,True,,,,,748679459797.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_runner_6975080f-cf9d-4d34-8269-e53b23d86a52.jpg?v=1762562013,2.0,Palace 10307 Beige Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_runner_6975080f-cf9d-4d34-8269-e53b23d86a52.jpg?v=1762562013,lb,,,,data/rugs/0169_palace_10307_runner_6975080f-cf9d-4d34-8269-e53b23d86a52.jpg
plc-10307-beige,,,,,,,,,Beige,,,6X9,,,,,P10307183275ST,0.0,shopify,20.0,deny,manual,2699.0,5399.0,True,True,,,,,748679459803.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_corner_fcf7aecd-d170-4e67-856d-a7498ae15997.jpg?v=1762562014,3.0,Palace 10307 Beige Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_da024bea-b2b2-4a5d-892e-dd41d30be960.jpg?v=1762562014,lb,,,,data/rugs/0170_palace_10307_corner_fcf7aecd-d170-4e67-856d-a7498ae15997.jpg
plc-10307-beige,,,,,,,,,Beige,,,8X11 (8′ X 10′),,,,,P10307244305ST,0.0,shopify,28.0,deny,manual,3899.0,7799.0,True,True,,,,,748679459810.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_da024bea-b2b2-4a5d-892e-dd41d30be960.jpg?v=1762562014,lb,,,,
plc-10307-beige,,,,,,,,,Beige,,,8X11 (9′ X 12′),,,,,P10307275366ST,0.0,shopify,14.0,deny,manual,5299.0,10599.0,True,True,,,,,748679459827.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_da024bea-b2b2-4a5d-892e-dd41d30be960.jpg?v=1762562014,lb,,,,
plc-10307-beige,,,,,,,,,Beige,,,10X13,,,,,P10307305427ST,0.0,shopify,7.0,deny,manual,6899.0,13799.0,True,True,,,,,748679459834.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10307_da024bea-b2b2-4a5d-892e-dd41d30be960.jpg?v=1762562014,lb,,,,
plc-10306-red,Palace 10306 Red/ Grey Oriental Rug,"<p>The Palace Red Oriental Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Red</li>
<li>
<strong>Color Blend:</strong> Red/ Grey</li>
<li>
<strong>Primary Pattern:</strong> Oriental</li>
<li>
<strong>Secondary Pattern:</strong> Oriental</li>
<li>
<strong>Model:</strong> PAL103062X3</li>
<li>
<strong>Country of Origin:</strong> India</li>
<li>
<strong>Style:</strong> Traditional</li>
<li>
<strong>Fiber Type:</strong> Wool</li>
<li>
<strong>Back Type:</strong> KNOTTED WOOL</li>
<li>
<strong>Weave:</strong> Hand-Knotted</li>
<li>
<strong>Pile Type:</strong> Cut Pile</li>
<li>
<strong>Pile Height:</strong> 0.06</li>
</ul>
<p><em>The Palace collection is a beautiful selection of traditional Oushak patterns in modern, yet classic colors. Hand-knotted of the softest wools, Palace delivers an unparallel level of luxury craftsmanship for the most discerning customer.</em></p>",Oriental Weavers,Home & Garden > Decor > Rugs,Traditional,"Category: Traditional/Traditional, Collection: PLC, Fiber Type: Wool, Shape: Rectangle, Style Type: Traditional, Weave: Hand-Knotted",True,Color,Red,,Size,Scatter 2' X  3',,,,,P10306060091ST,0.0,shopify,11.0,deny,manual,299.5,599.0,True,True,,,,,748679460632.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_db08ee6f-d440-4735-868c-a250561fdff6.jpg?v=1762562012,1.0,Palace 10306 Red Oriental Rug,False,Oriental Weavers PALACE Traditional Oriental Hand-Knotted Wool Rug,The Palace Red Oriental Rug combines timeless design with exceptional craftsmanship.,Home & Garden > Decor > Rugs,,,,new,False,Weave: Hand-Knotted,,,,,False,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_db08ee6f-d440-4735-868c-a250561fdff6.jpg?v=1762562012,lb,,,active,data/rugs/0174_palace_10306_db08ee6f-d440-4735-868c-a250561fdff6.jpg
plc-10306-red,,,,,,,,,Red,,,"Runner 2' 6"" X 10'",,,,,P10306076305ST,0.0,shopify,12.0,deny,manual,1299.0,2599.0,True,True,,,,,748679459742.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_rs_de4300ed-f707-41d6-9c2f-aa0049951905.jpg?v=1762562012,2.0,Palace 10306 Red Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_runner_d4831d21-0d44-4c7b-9678-a1e3a301a2bb.jpg?v=1762562012,lb,,,,data/rugs/0175_palace_10306_rs_de4300ed-f707-41d6-9c2f-aa0049951905.jpg
plc-10306-red,,,,,,,,,Red,,,6X9,,,,,P10306183275ST,0.0,shopify,13.0,deny,manual,2699.0,5399.0,True,True,,,,,748679459759.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_runner_d4831d21-0d44-4c7b-9678-a1e3a301a2bb.jpg?v=1762562012,3.0,Palace 10306 Red Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_db08ee6f-d440-4735-868c-a250561fdff6.jpg?v=1762562012,lb,,,,data/rugs/0176_palace_10306_runner_d4831d21-0d44-4c7b-9678-a1e3a301a2bb.jpg
plc-10306-red,,,,,,,,,Red,,,8X11 (8′ X 10′),,,,,P10306244305ST,0.0,shopify,56.0,deny,manual,3899.0,7799.0,True,True,,,,,748679459766.0,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_corner_9344885d-2c91-4b31-8a39-38de0ba2e906.jpg?v=1762562012,4.0,Palace 10306 Red Oriental Rug,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_db08ee6f-d440-4735-868c-a250561fdff6.jpg?v=1762562012,lb,,,,data/rugs/0177_palace_10306_corner_9344885d-2c91-4b31-8a39-38de0ba2e906.jpg
plc-10306-red,,,,,,,,,Red,,,8X11 (9′ X 12′),,,,,P10306275366ST,0.0,shopify,35.0,deny,manual,5299.0,10599.0,True,True,,,,,748679459773.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_db08ee6f-d440-4735-868c-a250561fdff6.jpg?v=1762562012,lb,,,,
plc-10306-red,,,,,,,,,Red,,,10X13,,,,,P10306305427ST,0.0,shopify,10.0,deny,manual,6899.0,13799.0,True,True,,,,,748679459780.0,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/palace_10306_db08ee6f-d440-4735-868c-a250561fdff6.jpg?v=1762562012,lb,,,,
